506,23
ID,TOWN,TOWNNO,TRACT,LON,LAT,x,y,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
153,Cambridge              ,28,3531,-71.0590,42.2170,330.050,4675.710,15.3,15.3,1.12658,0.00,19.58,1,0.871,5.012,88.00,1.6102,5,403,14.7,343.28,12.12
154,Cambridge              ,28,3532,-71.0645,42.2150,329.590,4675.500,19.4,19.4,2.14918,0.00,19.58,0,0.871,5.709,98.50,1.6232,5,403,14.7,261.95,15.79
155,Cambridge              ,28,3533,-71.0662,42.2162,329.450,4675.630,17.0,17.0,1.41385,0.00,19.58,1,0.871,6.129,96.00,1.7494,5,403,14.7,321.02,15.12
156,Cambridge              ,28,3534,-71.0680,42.2150,329.300,4675.500,15.6,15.6,3.53501,0.00,19.58,1,0.871,6.152,82.60,1.7455,5,403,14.7,88.01,15.02
157,Cambridge              ,28,3535,-71.0667,42.2200,329.420,4676.060,13.1,13.1,2.44668,0.00,19.58,0,0.871,5.272,94.00,1.7364,5,403,14.7,88.63,16.14
158,Cambridge              ,28,3536,-71.0690,42.2285,329.260,4677.010,41.3,41.3,1.22358,0.00,19.58,0,0.605,6.943,97.40,1.8773,5,403,14.7,363.43,4.59
159,Cambridge              ,28,3537,-71.0670,42.2245,329.410,4676.560,24.3,24.3,1.34284,0.00,19.58,0,0.605,6.066,100.00,1.7573,5,403,14.7,353.89,6.43
160,Cambridge              ,28,3538,-71.0650,42.2223,329.570,4676.310,23.3,23.3,1.42502,0.00,19.58,0,0.871,6.510,100.00,1.7659,5,403,14.7,364.31,7.39
161,Cambridge              ,28,3539,-71.0700,42.2214,329.150,4676.220,27.0,27.0,1.27346,0.00,19.58,1,0.605,6.250,92.60,1.7984,5,403,14.7,338.92,5.50
162,Cambridge              ,28,3540,-71.0735,42.2282,328.880,4676.980,50.0,50.0,1.46336,0.00,19.58,0,0.605,7.489,90.80,1.9709,5,403,14.7,374.43,1.73
163,Cambridge              ,28,3541,-71.0770,42.2250,328.590,4676.630,50.0,50.0,1.83377,0.00,19.58,1,0.605,7.802,98.20,2.0407,5,403,14.7,389.61,1.92
164,Cambridge              ,28,3542,-71.0815,42.2250,328.220,4676.640,50.0,50.0,1.51902,0.00,19.58,1,0.605,8.375,93.90,2.1620,5,403,14.7,388.45,3.32
165,Cambridge              ,28,3543,-71.0918,42.2265,327.370,4676.830,22.7,22.7,2.24236,0.00,19.58,0,0.605,5.854,91.80,2.4220,5,403,14.7,395.11,11.64
166,Cambridge              ,28,3544,-71.0820,42.2295,328.190,4677.140,25.0,25.0,2.92400,0.00,19.58,0,0.605,6.101,93.00,2.2834,5,403,14.7,240.16,9.81
167,Cambridge              ,28,3545,-71.0770,42.2305,328.600,4677.240,50.0,50.0,2.01019,0.00,19.58,0,0.605,7.929,96.20,2.0459,5,403,14.7,369.30,3.70
168,Cambridge              ,28,3546,-71.0866,42.2345,327.820,4677.710,23.8,23.8,1.80028,0.00,19.58,0,0.605,5.877,79.20,2.4259,5,403,14.7,227.61,12.14
169,Cambridge              ,28,3547,-71.0740,42.2331,328.860,4677.530,23.8,23.8,2.30040,0.00,19.58,0,0.605,6.319,96.10,2.1000,5,403,14.7,297.09,11.10
170,Cambridge              ,28,3548,-71.0775,42.2351,328.570,4677.760,22.3,22.3,2.44953,0.00,19.58,0,0.605,6.402,95.20,2.2625,5,403,14.7,330.04,11.32
171,Cambridge              ,28,3549,-71.0810,42.2368,328.290,4677.950,17.4,17.4,1.20742,0.00,19.58,0,0.605,5.875,94.60,2.4259,5,403,14.7,292.29,14.43
172,Cambridge              ,28,3550,-71.0792,42.2390,328.440,4678.190,19.1,19.1,2.31390,0.00,19.58,0,0.605,5.880,97.30,2.3887,5,403,14.7,348.13,12.03
173,Arlington              ,29,3561,-71.0870,42.2416,327.810,4678.500,23.1,23.1,0.13914,0.00,4.05,0,0.510,5.572,88.50,2.5961,5,296,16.6,396.90,14.69
174,Arlington              ,29,3562,-71.0855,42.2450,327.940,4678.870,23.6,23.6,0.09178,0.00,4.05,0,0.510,6.416,84.10,2.6463,5,296,16.6,395.50,9.04
175,Arlington              ,29,3563,-71.0833,42.2475,328.130,4679.140,22.6,22.6,0.08447,0.00,4.05,0,0.510,5.859,68.70,2.7019,5,296,16.6,393.23,9.64
176,Arlington              ,29,3564,-71.0940,42.2575,327.270,4680.280,29.4,29.4,0.06664,0.00,4.05,0,0.510,6.546,33.10,3.1323,5,296,16.6,390.96,5.33
177,Arlington              ,29,3565,-71.1125,42.2550,325.740,4680.040,23.2,23.2,0.07022,0.00,4.05,0,0.510,6.020,47.20,3.5549,5,296,16.6,393.23,10.11
178,Arlington              ,29,3566,-71.1060,42.2512,326.270,4679.600,24.6,24.6,0.05425,0.00,4.05,0,0.510,6.315,73.40,3.3175,5,296,16.6,395.60,6.29
179,Arlington              ,29,3567,-71.0965,42.2470,327.040,4679.120,29.9,29.9,0.06642,0.00,4.05,0,0.510,6.860,74.40,2.9153,5,296,16.6,391.27,6.92
180,Belmont                ,30,3571,-71.1000,42.2408,326.730,4678.430,37.2,37.2,0.05780,0.00,2.46,0,0.488,6.980,58.40,2.8290,3,193,17.8,396.90,5.04
181,Belmont                ,30,3572,-71.0995,42.2345,326.760,4677.730,39.8,39.8,0.06588,0.00,2.46,0,0.488,7.765,83.30,2.7410,3,193,17.8,395.56,7.56
182,Belmont                ,30,3573,-71.0966,42.2282,326.980,4677.030,36.2,36.2,0.06888,0.00,2.46,0,0.488,6.144,62.20,2.5979,3,193,17.8,396.90,9.45
183,Belmont                ,30,3574,-71.1005,42.2287,326.660,4677.090,37.9,37.9,0.09103,0.00,2.46,0,0.488,7.155,92.20,2.7006,3,193,17.8,394.12,4.82
184,Belmont                ,30,3575,-71.1065,42.2300,326.170,4677.250,32.5,32.5,0.10008,0.00,2.46,0,0.488,6.563,95.60,2.8470,3,193,17.8,396.90,5.68
185,Belmont                ,30,3576,-71.1120,42.2300,325.710,4677.260,26.4,26.4,0.08308,0.00,2.46,0,0.488,5.604,89.80,2.9879,3,193,17.8,391.00,13.98
186,Belmont                ,30,3577,-71.1175,42.2350,325.270,4677.830,29.6,29.6,0.06047,0.00,2.46,0,0.488,6.153,68.80,3.2797,3,193,17.8,387.11,13.15
187,Belmont                ,30,3578,-71.1115,42.2442,325.790,4678.830,50.0,50.0,0.05602,0.00,2.46,0,0.488,7.831,53.60,3.1992,3,193,17.8,392.63,4.45
188,Lexington              ,31,3581,-71.1220,42.2565,324.960,4680.220,32.0,32.0,0.07875,45.00,3.44,0,0.437,6.782,41.10,3.7886,5,398,15.2,393.87,6.68
189,Lexington              ,31,3583,-71.1408,42.2550,323.400,4680.090,29.8,29.8,0.12579,45.00,3.44,0,0.437,6.556,29.10,4.5667,5,398,15.2,382.84,4.56
190,Lexington              ,31,3584,-71.1450,42.2651,323.090,4681.220,34.9,34.9,0.08370,45.00,3.44,0,0.437,7.185,38.90,4.5667,5,398,15.2,396.90,5.39
191,Lexington              ,31,3585,-71.1216,42.2700,325.030,4681.720,37.0,33.0,0.09068,45.00,3.44,0,0.437,6.951,21.50,6.4798,5,398,15.2,377.68,5.10
192,Lexington              ,31,3586,-71.1485,42.2765,322.830,4682.500,30.5,30.5,0.06911,45.00,3.44,0,0.437,6.739,30.80,6.4798,5,398,15.2,389.71,4.69
193,Lexington              ,31,3587,-71.1340,42.2785,324.030,4682.690,36.4,36.4,0.08664,45.00,3.44,0,0.437,7.178,26.30,6.4798,5,398,15.2,390.49,2.87
194,Bedford                ,32,3591,-71.1525,42.3000,322.570,4685.120,31.1,31.1,0.02187,60.00,2.93,0,0.401,6.800,9.90,6.2196,1,265,15.6,393.37,5.03
195,Bedford                ,32,3592,-71.1633,42.3030,321.680,4685.470,29.1,29.1,0.01439,60.00,2.93,0,0.401,6.604,18.80,6.2196,1,265,15.6,376.70,4.38
196,Lincoln                ,33,3602,-71.1890,42.2525,319.420,4679.920,50.0,50.0,0.01381,80.00,0.46,0,0.422,7.875,32.00,5.6484,4,255,14.4,394.23,2.97
197,Concord                ,34,3611,-71.2200,42.2715,316.920,4682.090,33.3,33.3,0.04011,80.00,1.52,0,0.404,7.287,34.10,7.3090,2,329,12.6,396.90,4.08
198,Concord                ,34,3612,-71.2400,42.2725,315.270,4682.250,30.3,30.3,0.04666,80.00,1.52,0,0.404,7.107,36.60,7.3090,2,329,12.6,354.31,8.61
199,Concord                ,34,3613,-71.2220,42.2890,316.800,4684.040,34.6,34.6,0.03768,80.00,1.52,0,0.404,7.274,38.30,7.3090,2,329,12.6,392.20,6.62
200,Sudbury                ,35,3651,-71.2440,42.2425,314.850,4678.930,34.9,34.9,0.03150,95.00,1.47,0,0.403,6.975,15.30,7.6534,3,402,17.0,396.90,4.56
201,Sudbury                ,35,3652,-71.2630,42.2225,313.230,4676.750,32.9,32.9,0.01778,95.00,1.47,0,0.403,7.135,13.90,7.6534,3,402,17.0,384.30,4.45
202,Wayland                ,36,3661,-71.2185,42.1955,316.820,4673.650,24.1,24.1,0.03445,82.50,2.03,0,0.415,6.162,38.40,6.2700,2,348,14.7,393.77,7.43
203,Wayland                ,36,3662,-71.2140,42.2180,317.260,4676.140,42.3,42.3,0.02177,82.50,2.03,0,0.415,7.610,15.70,6.2700,2,348,14.7,395.38,3.11
204,Weston                 ,37,3671,-71.1990,42.2320,318.540,4677.660,48.5,48.5,0.03510,95.00,2.68,0,0.416,7.853,33.20,5.1180,4,224,14.7,392.78,3.81
205,Weston                 ,37,3672,-71.1990,42.2058,318.460,4674.750,50.0,50.0,0.02009,95.00,2.68,0,0.416,8.034,31.90,5.1180,4,224,14.7,390.55,2.88
206,Waltham                ,38,3681,-71.1475,42.2445,322.820,4678.940,22.6,22.6,0.13642,0.00,10.59,0,0.489,5.891,22.30,3.9454,4,277,18.6,396.90,10.87
207,Waltham                ,38,3682,-71.1500,42.2308,322.580,4677.430,24.4,24.4,0.22969,0.00,10.59,0,0.489,6.326,52.50,4.3549,4,277,18.6,394.87,10.97
208,Waltham                ,38,3683,-71.1490,42.2268,322.650,4676.980,22.5,22.5,0.25199,0.00,10.59,0,0.489,5.783,72.70,4.3549,4,277,18.6,389.43,18.06
209,Waltham                ,38,3684,-71.1503,42.2220,322.530,4676.450,24.4,24.4,0.13587,0.00,10.59,1,0.489,6.064,59.10,4.2392,4,277,18.6,381.32,14.66
210,Waltham                ,38,3685,-71.1430,42.2217,323.130,4676.400,20.0,20.0,0.43571,0.00,10.59,1,0.489,5.344,100.00,3.8750,4,277,18.6,396.90,23.09
211,Waltham                ,38,3686,-71.1435,42.2177,323.080,4675.960,21.7,21.7,0.17446,0.00,10.59,1,0.489,5.960,92.10,3.8771,4,277,18.6,393.25,17.27
212,Waltham                ,38,3687,-71.1380,42.2216,323.540,4676.380,19.3,19.3,0.37578,0.00,10.59,1,0.489,5.404,88.60,3.6650,4,277,18.6,395.24,23.98
213,Waltham                ,38,3688,-71.1335,42.2250,323.920,4676.750,22.4,22.4,0.21719,0.00,10.59,1,0.489,5.807,53.80,3.6526,4,277,18.6,390.94,16.03
214,Waltham                ,38,3689,-71.1375,42.2355,323.620,4677.920,28.1,28.1,0.14052,0.00,10.59,0,0.489,6.375,32.30,3.9454,4,277,18.6,385.81,9.38
215,Waltham                ,38,3690,-71.1270,42.2350,324.490,4677.840,23.7,23.7,0.28955,0.00,10.59,0,0.489,5.412,9.80,3.5875,4,277,18.6,348.93,29.55
216,Waltham                ,38,3691,-71.1245,42.2277,324.670,4677.030,25.0,25.0,0.19802,0.00,10.59,0,0.489,6.182,42.40,3.9454,4,277,18.6,393.63,9.47
217,Watertown              ,39,3701,-71.1166,42.2230,325.310,4676.490,23.3,23.3,0.04560,0.00,13.89,1,0.550,5.888,56.00,3.1121,5,276,16.4,392.80,13.51
218,Watertown              ,39,3702,-71.1050,42.2235,326.270,4676.520,28.7,28.7,0.07013,0.00,13.89,0,0.550,6.642,85.10,3.4211,5,276,16.4,392.78,9.69
219,Watertown              ,39,3703,-71.0933,42.2220,327.230,4676.330,21.5,21.5,0.11069,0.00,13.89,1,0.550,5.951,93.80,2.8893,5,276,16.4,396.90,17.92
220,Watertown              ,39,3704,-71.1060,42.2185,326.180,4675.970,23.0,23.0,0.11425,0.00,13.89,1,0.550,6.373,92.40,3.3633,5,276,16.4,393.74,10.50
221,Newton                 ,40,3731,-71.1100,42.2137,325.830,4675.440,26.7,26.7,0.35809,0.00,6.20,1,0.507,6.951,88.50,2.8617,8,307,17.4,391.70,9.71
222,Newton                 ,40,3732,-71.1210,42.2166,324.930,4675.790,21.7,21.7,0.40771,0.00,6.20,1,0.507,6.164,91.30,3.0480,8,307,17.4,395.24,21.46
223,Newton                 ,40,3733,-71.1250,42.2134,324.590,4675.440,27.5,27.5,0.62356,0.00,6.20,1,0.507,6.879,77.70,3.2721,8,307,17.4,390.39,9.93
224,Newton                 ,40,3734,-71.1208,42.2183,324.950,4675.980,30.1,30.1,0.61470,0.00,6.20,0,0.507,6.618,80.80,3.2721,8,307,17.4,396.90,7.60
225,Newton                 ,40,3735,-71.1100,42.2060,325.810,4674.590,44.8,44.8,0.31533,0.00,6.20,0,0.504,8.266,78.30,2.8944,8,307,17.4,385.05,4.14
226,Newton                 ,40,3736,-71.1012,42.1975,326.510,4673.630,50.0,50.0,0.52693,0.00,6.20,0,0.504,8.725,83.00,2.8944,8,307,17.4,382.00,4.63
227,Newton                 ,40,3737,-71.1215,42.2025,324.850,4674.220,37.6,37.6,0.38214,0.00,6.20,0,0.504,8.040,86.50,3.2157,8,307,17.4,387.38,3.13
228,Newton                 ,40,3738,-71.1160,42.1947,325.280,4673.350,31.6,31.6,0.41238,0.00,6.20,0,0.504,7.163,79.90,3.2157,8,307,17.4,372.08,6.36
229,Newton                 ,40,3739,-71.1100,42.1850,325.750,4672.260,46.7,46.7,0.29819,0.00,6.20,0,0.504,7.686,17.00,3.3751,8,307,17.4,377.51,3.92
230,Newton                 ,40,3740,-71.1190,42.1807,325.000,4671.800,31.5,31.5,0.44178,0.00,6.20,0,0.504,6.552,21.40,3.3751,8,307,17.4,380.34,3.76
231,Newton                 ,40,3741,-71.1300,42.1880,324.110,4672.630,24.3,24.3,0.53700,0.00,6.20,0,0.504,5.981,68.10,3.6715,8,307,17.4,378.35,11.65
232,Newton                 ,40,3742,-71.1285,42.1930,324.250,4673.180,31.7,31.7,0.46296,0.00,6.20,0,0.504,7.412,76.90,3.6715,8,307,17.4,376.14,5.25
233,Newton                 ,40,3743,-71.1400,42.1946,323.300,4673.390,41.7,41.7,0.57529,0.00,6.20,0,0.507,8.337,73.30,3.8384,8,307,17.4,385.91,2.47
234,Newton                 ,40,3744,-71.1340,42.2040,323.820,4674.420,48.3,48.3,0.33147,0.00,6.20,0,0.507,8.247,70.40,3.6519,8,307,17.4,378.95,3.95
235,Newton                 ,40,3745,-71.1320,42.2142,324.020,4675.550,29.0,29.0,0.44791,0.00,6.20,1,0.507,6.726,66.50,3.6519,8,307,17.4,360.20,8.05
236,Newton                 ,40,3746,-71.1380,42.2141,323.520,4675.550,24.0,24.0,0.33045,0.00,6.20,0,0.507,6.086,61.50,3.6519,8,307,17.4,376.75,10.88
237,Newton                 ,40,3747,-71.1485,42.2110,322.650,4675.220,25.1,25.1,0.52058,0.00,6.20,1,0.507,6.631,76.50,4.1480,8,307,17.4,388.45,9.54
238,Newton                 ,40,3748,-71.1491,42.2030,322.570,4674.340,31.5,31.5,0.51183,0.00,6.20,0,0.507,7.358,71.60,4.1480,8,307,17.4,390.07,4.73
239,Natick                 ,41,3821,-71.2055,42.1875,317.870,4672.740,23.7,23.7,0.08244,30.00,4.93,0,0.428,6.481,18.50,6.1899,6,300,16.6,379.41,6.36
240,Natick                 ,41,3822,-71.2035,42.1870,318.040,4672.680,23.3,23.3,0.09252,30.00,4.93,0,0.428,6.606,42.20,6.1899,6,300,16.6,383.78,7.37
241,Natick                 ,41,3823,-71.1966,42.1640,318.540,4670.110,22.0,27.0,0.11329,30.00,4.93,0,0.428,6.897,54.30,6.3361,6,300,16.6,391.25,11.38
242,Natick                 ,41,3824,-71.2138,42.1645,317.120,4670.200,20.1,20.1,0.10612,30.00,4.93,0,0.428,6.095,65.10,6.3361,6,300,16.6,394.62,12.40
243,Natick                 ,41,3825,-71.2200,42.1782,316.650,4671.730,22.2,22.2,0.10290,30.00,4.93,0,0.428,6.358,52.90,7.0355,6,300,16.6,372.75,11.22
244,Natick                 ,41,3826,-71.2320,42.1725,315.640,4671.130,23.7,23.7,0.12757,30.00,4.93,0,0.428,6.393,7.80,7.0355,6,300,16.6,374.71,5.19
245,Framingham             ,42,3831,-71.2435,42.1630,314.660,4670.100,17.6,17.6,0.20608,22.00,5.86,0,0.431,5.593,76.50,7.9549,7,330,19.1,372.49,12.50
246,Framingham             ,42,3832,-71.2575,42.1618,313.500,4669.990,18.5,18.5,0.19133,22.00,5.86,0,0.431,5.605,70.20,7.9549,7,330,19.1,389.13,18.46
247,Framingham             ,42,3833,-71.2620,42.1690,313.150,4670.800,24.3,24.3,0.33983,22.00,5.86,0,0.431,6.108,34.90,8.0555,7,330,19.1,390.18,9.16
248,Framingham             ,42,3834,-71.2470,42.1703,314.400,4670.910,20.5,20.5,0.19657,22.00,5.86,0,0.431,6.226,79.20,8.0555,7,330,19.1,376.14,10.15
249,Framingham             ,42,3835,-71.2550,42.1767,313.750,4671.640,24.5,24.5,0.16439,22.00,5.86,0,0.431,6.433,49.10,7.8265,7,330,19.1,374.71,9.52
250,Framingham             ,42,3836,-71.2475,42.1825,314.390,4672.270,26.2,26.2,0.19073,22.00,5.86,0,0.431,6.718,17.50,7.8265,7,330,19.1,393.74,6.56
251,Framingham             ,42,3837,-71.2380,42.1910,315.200,4673.190,24.4,24.4,0.14030,22.00,5.86,0,0.431,6.487,13.00,7.3967,7,330,19.1,396.28,5.90
252,Framingham             ,42,3838,-71.2435,42.1982,314.770,4674.010,24.8,24.8,0.21409,22.00,5.86,0,0.431,6.438,8.90,7.3967,7,330,19.1,377.07,3.59
253,Framingham             ,42,3839,-71.2685,42.1935,312.690,4673.540,29.6,29.6,0.08221,22.00,5.86,0,0.431,6.957,6.80,8.9067,7,330,19.1,386.09,3.53
254,Framingham             ,42,3840,-71.2807,42.1727,311.620,4671.260,42.8,42.8,0.36894,22.00,5.86,0,0.431,8.259,8.40,8.9067,7,330,19.1,396.90,3.54
255,Ashland                ,43,3851,-71.2895,42.1575,310.850,4669.590,21.9,21.9,0.04819,80.00,3.64,0,0.392,6.108,32.00,9.2203,1,315,16.4,392.89,6.57
256,Ashland                ,43,3852,-71.2690,42.1482,312.510,4668.510,20.9,20.9,0.03548,80.00,3.64,0,0.392,5.876,19.10,9.2203,1,315,16.4,395.18,9.25
257,Sherborn               ,44,3861,-71.2230,42.1450,316.310,4668.050,44.0,44.0,0.01538,90.00,3.75,0,0.394,7.454,34.20,6.3361,3,244,15.9,386.34,3.11
258,Brookline              ,45,4001,-71.0679,42.2073,329.290,4674.650,50.0,50.0,0.61154,20.00,3.97,0,0.647,8.704,86.90,1.8010,5,264,13.0,389.70,5.12
259,Brookline              ,45,4002,-71.0727,42.2077,328.890,4674.700,36.0,36.0,0.66351,20.00,3.97,0,0.647,7.333,100.00,1.8946,5,264,13.0,383.29,7.79
260,Brookline              ,45,4003,-71.0765,42.2075,328.580,4674.690,30.1,30.1,0.65665,20.00,3.97,0,0.647,6.842,100.00,2.0107,5,264,13.0,391.93,6.90
261,Brookline              ,45,4004,-71.0800,42.2040,328.280,4674.310,33.8,33.8,0.54011,20.00,3.97,0,0.647,7.203,81.80,2.1121,5,264,13.0,392.80,9.59
262,Brookline              ,45,4005,-71.0790,42.2020,328.360,4674.080,43.1,43.1,0.53412,20.00,3.97,0,0.647,7.520,89.40,2.1398,5,264,13.0,388.37,7.26
263,Brookline              ,45,4006,-71.0835,42.2000,327.980,4673.870,48.8,48.8,0.52014,20.00,3.97,0,0.647,8.398,91.50,2.2885,5,264,13.0,386.86,5.91
264,Brookline              ,45,4007,-71.0750,42.1980,328.680,4673.630,31.0,31.0,0.82526,20.00,3.97,0,0.647,7.327,94.50,2.0788,5,264,13.0,393.42,11.25
265,Brookline              ,45,4008,-71.0710,42.2030,329.020,4674.180,36.5,36.5,0.55007,20.00,3.97,0,0.647,7.206,91.60,1.9301,5,264,13.0,387.89,8.10
266,Brookline              ,45,4009,-71.0700,42.2000,329.100,4673.840,22.8,22.8,0.76162,20.00,3.97,0,0.647,5.560,62.80,1.9865,5,264,13.0,392.40,10.45
267,Brookline              ,45,4010,-71.0725,42.1965,328.880,4673.460,30.7,30.7,0.78570,20.00,3.97,0,0.647,7.014,84.60,2.1329,5,264,13.0,384.07,14.79
268,Brookline              ,45,4011,-71.0850,42.1925,327.840,4673.040,50.0,50.0,0.57834,20.00,3.97,0,0.575,8.297,67.00,2.4216,5,264,13.0,384.54,7.44
269,Brookline              ,45,4012,-71.0925,42.2075,327.260,4674.720,43.5,43.5,0.54050,20.00,3.97,0,0.575,7.470,52.60,2.8720,5,264,13.0,390.30,3.16
270,Dedham                 ,46,4021,-71.0980,42.1540,326.660,4668.790,20.7,20.7,0.09065,20.00,6.96,1,0.464,5.920,61.50,3.9175,3,223,18.6,391.34,13.65
271,Dedham                 ,46,4022,-71.0870,42.1410,327.530,4667.330,21.1,21.1,0.29916,20.00,6.96,0,0.464,5.856,42.10,4.4290,3,223,18.6,388.65,13.00
272,Dedham                 ,46,4023,-71.0940,42.1355,326.940,4666.730,25.2,25.2,0.16211,20.00,6.96,0,0.464,6.240,16.30,4.4290,3,223,18.6,396.90,6.59
273,Dedham                 ,46,4024,-71.0982,42.1445,326.620,4667.740,24.4,24.4,0.11460,20.00,6.96,0,0.464,6.538,58.70,3.9175,3,223,18.6,394.96,7.73
274,Dedham                 ,46,4025,-71.1170,42.1510,325.080,4668.500,35.2,35.2,0.22188,20.00,6.96,1,0.464,7.691,51.80,4.3665,3,223,18.6,390.77,6.58
275,Needham                ,47,4031,-71.1305,42.1675,324.010,4670.360,32.4,32.4,0.05644,40.00,6.41,1,0.447,6.758,32.90,4.0776,4,254,17.6,396.90,3.53
276,Needham                ,47,4032,-71.1380,42.1733,323.410,4671.020,32.0,32.0,0.09604,40.00,6.41,0,0.447,6.854,42.80,4.2673,4,254,17.6,396.90,2.98
277,Needham                ,47,4033,-71.1405,42.1632,323.170,4669.900,33.2,33.2,0.10469,40.00,6.41,1,0.447,7.267,49.00,4.7872,4,254,17.6,389.25,6.05
278,Needham                ,47,4034,-71.1495,42.1730,322.460,4671.010,33.1,33.1,0.06127,40.00,6.41,1,0.447,6.826,27.60,4.8628,4,254,17.6,393.45,4.16
279,Needham                ,47,4035,-71.1395,42.1813,323.310,4671.910,29.1,29.1,0.07978,40.00,6.41,0,0.447,6.482,32.10,4.1403,4,254,17.6,396.90,7.19
280,Wellesley              ,48,4041,-71.1480,42.1880,322.620,4672.670,35.1,35.1,0.21038,20.00,3.33,0,0.443,6.812,32.20,4.1007,5,216,14.9,396.90,4.85
281,Wellesley              ,48,4042,-71.1660,42.1870,321.130,4672.600,45.4,45.4,0.03578,20.00,3.33,0,0.443,7.820,64.50,4.6947,5,216,14.9,387.31,3.76
282,Wellesley              ,48,4043,-71.1850,42.1848,319.560,4672.390,35.4,35.4,0.03705,20.00,3.33,0,0.443,6.968,37.20,5.2447,5,216,14.9,392.23,4.59
283,Wellesley              ,48,4044,-71.1775,42.1735,320.150,4671.120,46.0,46.0,0.06129,20.00,3.33,1,0.443,7.645,49.70,5.2119,5,216,14.9,377.07,3.01
284,Dover                  ,49,4051,-71.1730,42.1475,320.440,4668.220,50.0,50.0,0.01501,90.00,1.21,1,0.401,7.923,24.80,5.8850,1,198,13.6,395.52,3.16
285,Medfield               ,50,4061,-71.1800,42.1105,319.760,4664.130,32.2,32.2,0.00906,90.00,2.97,0,0.400,7.088,20.80,7.3073,1,285,15.3,394.72,7.85
286,Millis                 ,51,4071,-71.2135,42.1000,316.960,4663.040,22.0,22.0,0.01096,55.00,2.25,0,0.389,6.453,31.90,7.3073,1,300,15.3,394.72,8.23
287,Norfolk                ,52,4091,-71.1950,42.0675,318.400,4659.390,20.1,20.1,0.01965,80.00,1.76,0,0.385,6.230,31.50,9.0892,1,241,18.2,341.60,12.93
288,Walpole                ,53,4111,-71.1480,42.0775,322.310,4660.400,23.2,23.2,0.03871,52.50,5.32,0,0.405,6.209,31.30,7.3172,6,293,16.6,396.90,7.14
289,Walpole                ,53,4112,-71.1325,42.0940,323.640,4662.200,22.3,22.3,0.04590,52.50,5.32,0,0.405,6.315,45.60,7.3172,6,293,16.6,396.90,7.60
290,Walpole                ,53,4113,-71.1550,42.0980,321.790,4662.690,24.8,24.8,0.04297,52.50,5.32,0,0.405,6.565,22.90,7.3172,6,293,16.6,371.72,9.51
291,Westwood               ,54,4121,-71.1385,42.1235,323.230,4665.490,28.5,28.5,0.03502,80.00,4.95,0,0.411,6.861,27.90,5.1167,4,245,19.2,396.90,3.33
292,Westwood               ,54,4122,-71.1330,42.1408,323.730,4667.400,37.3,37.3,0.07886,80.00,4.95,0,0.411,7.148,27.70,5.1167,4,245,19.2,396.90,3.56
293,Westwood               ,54,4123,-71.1070,42.1307,325.850,4666.220,27.9,27.9,0.03615,80.00,4.95,0,0.411,6.630,23.40,5.1167,4,245,19.2,396.90,4.70
294,Norwood                ,55,4131,-71.1090,42.1100,325.630,4663.930,23.9,23.9,0.08265,0.00,13.92,0,0.437,6.127,18.40,5.5027,4,289,16.0,396.90,8.58
295,Norwood                ,55,4132,-71.1180,42.1217,324.920,4665.250,21.7,21.7,0.08199,0.00,13.92,0,0.437,6.009,42.30,5.5027,4,289,16.0,396.90,10.40
296,Norwood                ,55,4133,-71.1309,42.1166,323.840,4664.710,28.6,28.6,0.12932,0.00,13.92,0,0.437,6.678,31.10,5.9604,4,289,16.0,396.90,6.27
297,Norwood                ,55,4134,-71.1280,42.1108,324.060,4664.060,27.1,27.1,0.05372,0.00,13.92,0,0.437,6.549,51.00,5.9604,4,289,16.0,392.85,7.39
298,Norwood                ,55,4135,-71.1210,42.1025,324.620,4663.120,20.3,20.3,0.14103,0.00,13.92,0,0.437,5.790,58.00,6.3200,4,289,16.0,396.90,15.84
299,Sharon                 ,56,4141,-71.1200,42.0725,324.620,4659.790,22.5,22.5,0.06466,70.00,2.24,0,0.400,6.345,20.10,7.8278,5,358,14.8,368.24,4.97
300,Sharon                 ,56,4142,-71.1000,42.0590,326.230,4658.250,29.0,29.0,0.05561,70.00,2.24,0,0.400,7.041,10.00,7.8278,5,358,14.8,371.58,4.74
301,Sharon                 ,56,4143,-71.1035,42.0735,325.980,4659.860,24.8,24.8,0.04417,70.00,2.24,0,0.400,6.871,47.40,7.8278,5,358,14.8,390.86,6.07
302,Canton                 ,57,4151,-71.0875,42.0950,327.370,4662.220,22.0,22.0,0.03537,34.00,6.09,0,0.433,6.590,40.40,5.4917,7,329,16.1,395.75,9.50
303,Canton                 ,57,4152,-71.0625,42.1020,329.450,4662.950,26.4,26.4,0.09266,34.00,6.09,0,0.433,6.495,18.40,5.4917,7,329,16.1,383.61,8.67
304,Canton                 ,57,4153,-71.0865,42.1200,327.520,4664.990,33.1,33.1,0.10000,34.00,6.09,0,0.433,6.982,17.70,5.4917,7,329,16.1,390.43,4.86
305,Milton                 ,58,4161,-71.0465,42.1450,330.890,4667.690,36.1,36.1,0.05515,33.00,2.18,0,0.472,7.236,41.10,4.0220,7,222,18.4,393.68,6.93
306,Milton                 ,58,4162,-71.0570,42.1525,330.040,4668.540,28.4,28.4,0.05479,33.00,2.18,0,0.472,6.616,58.10,3.3700,7,222,18.4,393.36,8.93
